quiz_id,enrollment_id,student_id,course_id,quiz_number,attempt_number,score,passed,attempt_date
QZ015159,ENR005071,STU01449,CRS022,3,1,98,true,2025-03-02
QZ015160,ENR005071,STU01449,CRS022,4,1,90,true,2025-02-02
QZ015161,ENR005071,STU01449,CRS022,5,1,87,true,2025-02-10
QZ015162,ENR005071,STU01449,CRS022,6,1,100,true,2025-02-24
QZ015163,ENR005072,STU01449,CRS023,1,1,44,false,2024-12-06
QZ015164,ENR005072,STU01449,CRS023,1,2,70,true,2024-12-10
QZ015165,ENR005072,STU01449,CRS023,1,3,85,true,2024-12-26
QZ015166,ENR005072,STU01449,CRS023,2,1,43,false,2024-12-23
QZ015167,ENR005072,STU01449,CRS023,2,2,90,true,2024-12-27
QZ015168,ENR005072,STU01449,CRS023,3,1,93,true,2025-01-12
QZ015169,ENR005072,STU01449,CRS023,4,1,89,true,2024-12-01
QZ015170,ENR005073,STU01449,CRS037,1,1,81,true,2025-01-03
QZ015171,ENR005074,STU01451,CRS028,1,1,71,true,2025-03-01
QZ015172,ENR005074,STU01451,CRS028,1,2,60,false,2025-03-11
QZ015173,ENR005076,STU01451,CRS040,1,1,50,false,2023-05-30
QZ015174,ENR005076,STU01451,CRS040,1,2,63,false,2023-07-26
QZ015175,ENR005076,STU01451,CRS040,1,3,87,true,2023-10-04
QZ015176,ENR005076,STU01451,CRS040,2,1,86,true,2023-06-24
QZ015177,ENR005077,STU01451,CRS036,1,1,61,false,2024-11-14
QZ015178,ENR005077,STU01451,CRS036,1,2,52,false,2024-09-24
QZ015179,ENR005077,STU01451,CRS036,1,3,30,false,2024-07-10
QZ015180,ENR005077,STU01451,CRS036,2,1,57,false,2024-10-09
QZ015181,ENR005077,STU01451,CRS036,2,2,66,false,2024-09-24
QZ015182,ENR005077,STU01451,CRS036,2,3,92,true,2024-07-24
QZ015183,ENR005077,STU01451,CRS036,3,1,37,false,2024-08-01
QZ015184,ENR005077,STU01451,CRS036,4,1,75,true,2024-11-01
QZ015185,ENR005077,STU01451,CRS036,5,1,64,false,2024-09-19
QZ015186,ENR005077,STU01451,CRS036,6,1,63,false,2024-10-22
QZ015187,ENR005077,STU01451,CRS036,6,2,40,false,2024-11-09
QZ015188,ENR005077,STU01451,CRS036,6,3,64,false,2024-11-13
QZ015189,ENR005078,STU01451,CRS008,1,1,93,true,2023-10-17
QZ015190,ENR005078,STU01451,CRS008,2,1,82,true,2022-05-27
QZ015191,ENR005079,STU01451,CRS017,1,1,46,false,2025-03-11
QZ015192,ENR005079,STU01451,CRS017,2,1,34,false,2025-03-11
QZ015193,ENR005079,STU01451,CRS017,3,1,50,false,2025-03-06
QZ015194,ENR005080,STU01452,CRS010,1,1,100,true,2024-11-29
QZ015195,ENR005080,STU01452,CRS010,2,1,89,true,2024-12-16
QZ015196,ENR005080,STU01452,CRS010,3,1,77,true,2024-12-10
QZ015197,ENR005081,STU01452,CRS022,1,1,84,true,2023-11-08
QZ015198,ENR005081,STU01452,CRS022,2,1,60,false,2023-12-21
QZ015199,ENR005081,STU01452,CRS022,2,2,70,true,2023-12-29
QZ015200,ENR005081,STU01452,CRS022,2,3,78,true,2023-12-07
QZ015201,ENR005081,STU01452,CRS022,3,1,62,false,2023-12-14
QZ015202,ENR005081,STU01452,CRS022,3,2,81,true,2023-10-25
QZ015203,ENR005081,STU01452,CRS022,4,1,41,false,2023-12-29
QZ015204,ENR005083,STU01452,CRS042,1,1,91,true,2025-01-15
QZ015205,ENR005083,STU01452,CRS042,2,1,93,true,2024-12-23
QZ015206,ENR005083,STU01452,CRS042,3,1,99,true,2025-01-01
QZ015207,ENR005084,STU01452,CRS015,1,1,43,false,2024-12-07
QZ015208,ENR005085,STU01452,CRS014,1,1,46,false,2023-12-07
QZ015209,ENR005086,STU01452,CRS031,1,1,56,false,2024-01-25
QZ015210,ENR005086,STU01452,CRS031,2,1,41,false,2024-01-27
QZ015211,ENR005087,STU01452,CRS038,1,1,71,true,2025-02-04
QZ015212,ENR005087,STU01452,CRS038,1,2,60,false,2025-01-31
QZ015213,ENR005088,STU01452,CRS029,1,1,41,false,2025-02-15
QZ015214,ENR005089,STU01454,CRS011,1,1,76,true,2024-08-23
QZ015215,ENR005089,STU01454,CRS011,2,1,64,false,2024-04-22
QZ015216,ENR005089,STU01454,CRS011,2,2,68,false,2024-06-22
QZ015217,ENR005089,STU01454,CRS011,2,3,71,true,2024-06-15
QZ015218,ENR005089,STU01454,CRS011,3,1,88,true,2024-09-11
QZ015219,ENR005089,STU01454,CRS011,4,1,79,true,2024-06-06
QZ015220,ENR005090,STU01454,CRS026,1,1,70,true,2025-01-12
QZ015221,ENR005090,STU01454,CRS026,1,2,69,false,2024-10-24
QZ015222,ENR005092,STU01454,CRS031,1,1,82,true,2023-10-16
QZ015223,ENR005093,STU01454,CRS018,1,1,65,false,2024-08-01
QZ015224,ENR005093,STU01454,CRS018,1,2,74,true,2024-07-17
QZ015225,ENR005093,STU01454,CRS018,2,1,94,true,2024-06-29
QZ015226,ENR005093,STU01454,CRS018,3,1,88,true,2024-05-29
QZ015227,ENR005093,STU01454,CRS018,4,1,53,false,2024-08-18
QZ015228,ENR005093,STU01454,CRS018,4,2,75,true,2024-05-31
QZ015229,ENR005093,STU01454,CRS018,4,3,47,false,2024-07-23
QZ015230,ENR005093,STU01454,CRS018,5,1,48,false,2024-08-31
QZ015231,ENR005094,STU01454,CRS015,1,1,68,false,2023-12-25
QZ015232,ENR005096,STU01456,CRS031,1,1,82,true,2025-02-18
QZ015233,ENR005097,STU01456,CRS046,1,1,54,false,2025-02-15
QZ015234,ENR005098,STU01457,CRS044,1,1,68,false,2023-12-02
QZ015235,ENR005099,STU01457,CRS042,1,1,93,true,2024-07-12
QZ015236,ENR005099,STU01457,CRS042,2,1,96,true,2024-07-06
QZ015237,ENR005099,STU01457,CRS042,3,1,53,false,2024-07-08
QZ015238,ENR005099,STU01457,CRS042,3,2,86,true,2024-07-26
QZ015239,ENR005100,STU01459,CRS013,1,1,55,false,2024-03-18
QZ015240,ENR005100,STU01459,CRS013,2,1,49,false,2023-08-04
QZ015241,ENR005100,STU01459,CRS013,2,2,54,false,2023-01-05
QZ015242,ENR005100,STU01459,CRS013,2,3,60,false,2023-05-14
QZ015243,ENR005101,STU01459,CRS024,1,1,51,false,2024-12-26
QZ015244,ENR005101,STU01459,CRS024,1,2,91,true,2024-08-25
QZ015245,ENR005102,STU01459,CRS009,1,1,81,true,2022-05-13
QZ015246,ENR005102,STU01459,CRS009,2,1,75,true,2022-06-29
QZ015247,ENR005102,STU01459,CRS009,3,1,88,true,2022-05-06
QZ015248,ENR005102,STU01459,CRS009,4,1,94,true,2022-01-24
QZ015249,ENR005103,STU01460,CRS009,1,1,53,false,2024-12-30
QZ015250,ENR005103,STU01460,CRS009,2,1,85,true,2025-01-03
QZ015251,ENR005104,STU01461,CRS018,1,1,96,true,2024-10-05
QZ015252,ENR005104,STU01461,CRS018,2,1,74,true,2024-09-11
QZ015253,ENR005104,STU01461,CRS018,2,2,87,true,2025-03-03
QZ015254,ENR005104,STU01461,CRS018,3,1,89,true,2025-01-20
QZ015255,ENR005104,STU01461,CRS018,4,1,83,true,2024-09-25
QZ015256,ENR005104,STU01461,CRS018,5,1,99,true,2025-02-16
QZ015257,ENR005104,STU01461,CRS018,6,1,74,true,2024-11-13
QZ015258,ENR005105,STU01462,CRS009,1,1,32,false,2024-08-05
QZ015259,ENR005105,STU01462,CRS009,2,1,51,false,2024-07-18
QZ015260,ENR005105,STU01462,CRS009,3,1,53,false,2024-08-16
QZ015261,ENR005105,STU01462,CRS009,3,2,73,true,2024-07-27
QZ015262,ENR005106,STU01462,CRS024,1,1,88,true,2023-11-06
QZ015263,ENR005106,STU01462,CRS024,2,1,93,true,2024-03-13
QZ015264,ENR005106,STU01462,CRS024,3,1,78,true,2024-03-18
QZ015265,ENR005106,STU01462,CRS024,4,1,83,true,2024-01-20
QZ015266,ENR005106,STU01462,CRS024,5,1,86,true,2024-02-24
QZ015267,ENR005106,STU01462,CRS024,6,1,80,true,2023-12-26
QZ015268,ENR005106,STU01462,CRS024,7,1,92,true,2023-12-11
QZ015269,ENR005107,STU01462,CRS030,1,1,72,true,2024-01-26
QZ015270,ENR005107,STU01462,CRS030,2,1,88,true,2023-12-08
QZ015271,ENR005107,STU01462,CRS030,3,1,74,true,2023-11-09
QZ015272,ENR005107,STU01462,CRS030,3,2,87,true,2024-01-07
QZ015273,ENR005107,STU01462,CRS030,4,1,97,true,2023-11-22
QZ015274,ENR005107,STU01462,CRS030,5,1,81,true,2024-01-12
QZ015275,ENR005107,STU01462,CRS030,6,1,72,true,2023-12-09
QZ015276,ENR005107,STU01462,CRS030,6,2,80,true,2023-11-08
QZ015277,ENR005107,STU01462,CRS030,7,1,49,false,2024-01-06
QZ015278,ENR005107,STU01462,CRS030,7,2,65,false,2023-11-19
QZ015279,ENR005107,STU01462,CRS030,7,3,87,true,2023-11-18
QZ015280,ENR005108,STU01463,CRS036,1,1,53,false,2025-02-28
QZ015281,ENR005108,STU01463,CRS036,2,1,61,false,2025-02-26
QZ015282,ENR005108,STU01463,CRS036,2,2,60,false,2025-02-28
QZ015283,ENR005108,STU01463,CRS036,3,1,95,true,2025-03-02
QZ015284,ENR005109,STU01465,CRS031,1,1,57,false,2025-01-29
QZ015285,ENR005109,STU01465,CRS031,2,1,51,false,2025-01-27
QZ015286,ENR005109,STU01465,CRS031,2,2,73,true,2025-01-30
QZ015287,ENR005110,STU01465,CRS014,1,1,90,true,2024-11-12
QZ015288,ENR005111,STU01465,CRS004,1,1,60,false,2024-07-20
QZ015289,ENR005111,STU01465,CRS004,1,2,75,true,2024-07-20
QZ015290,ENR005112,STU01465,CRS025,1,1,82,true,2024-07-20
QZ015291,ENR005112,STU01465,CRS025,2,1,81,true,2024-07-02
QZ015292,ENR005112,STU01465,CRS025,3,1,63,false,2024-06-14
QZ015293,ENR005112,STU01465,CRS025,3,2,50,false,2024-05-27
QZ015294,ENR005112,STU01465,CRS025,3,3,89,true,2024-06-25
QZ015295,ENR005112,STU01465,CRS025,4,1,85,true,2024-09-03
QZ015296,ENR005112,STU01465,CRS025,5,1,87,true,2024-07-05
QZ015297,ENR005112,STU01465,CRS025,6,1,73,true,2024-07-05
QZ015298,ENR005112,STU01465,CRS025,6,2,94,true,2024-09-06
QZ015299,ENR005113,STU01465,CRS019,1,1,86,true,2025-01-05
QZ015300,ENR005113,STU01465,CRS019,2,1,88,true,2025-01-10
QZ015301,ENR005113,STU01465,CRS019,3,1,70,true,2025-01-02
QZ015302,ENR005113,STU01465,CRS019,4,1,72,true,2025-01-10
QZ015303,ENR005113,STU01465,CRS019,4,2,97,true,2025-01-03
QZ015304,ENR005114,STU01465,CRS024,1,1,63,false,2024-06-26
QZ015305,ENR005114,STU01465,CRS024,1,2,63,false,2024-06-11
QZ015306,ENR005114,STU01465,CRS024,1,3,97,true,2024-03-03
QZ015307,ENR005114,STU01465,CRS024,2,1,52,false,2024-03-23
QZ015308,ENR005114,STU01465,CRS024,2,2,96,true,2024-05-21
QZ015309,ENR005114,STU01465,CRS024,3,1,55,false,2024-04-02
QZ015310,ENR005114,STU01465,CRS024,3,2,76,true,2024-07-23
QZ015311,ENR005114,STU01465,CRS024,4,1,78,true,2024-03-17
QZ015312,ENR005114,STU01465,CRS024,5,1,95,true,2024-06-11
QZ015313,ENR005114,STU01465,CRS024,6,1,95,true,2024-04-23
QZ015314,ENR005114,STU01465,CRS024,7,1,83,true,2024-04-30
QZ015315,ENR005115,STU01465,CRS038,1,1,97,true,2024-03-26
QZ015316,ENR005115,STU01465,CRS038,2,1,92,true,2024-03-18
QZ015317,ENR005115,STU01465,CRS038,3,1,70,true,2024-03-28
QZ015318,ENR005115,STU01465,CRS038,4,1,98,true,2024-02-22
QZ015319,ENR005115,STU01465,CRS038,5,1,80,true,2024-04-08
QZ015320,ENR005115,STU01465,CRS038,6,1,62,false,2023-12-30
QZ015321,ENR005115,STU01465,CRS038,6,2,79,true,2023-11-28
QZ015322,ENR005116,STU01465,CRS003,1,1,41,false,2024-03-14
QZ015323,ENR005117,STU01465,CRS021,1,1,98,true,2025-01-02
QZ015324,ENR005117,STU01465,CRS021,2,1,47,false,2024-12-25
QZ015325,ENR005117,STU01465,CRS021,2,2,99,true,2024-12-30
QZ015326,ENR005117,STU01465,CRS021,3,1,56,false,2025-01-13
QZ015327,ENR005117,STU01465,CRS021,3,2,75,true,2024-12-31
QZ015328,ENR005117,STU01465,CRS021,4,1,41,false,2025-01-17
QZ015329,ENR005117,STU01465,CRS021,4,2,96,true,2024-12-17
QZ015330,ENR005117,STU01465,CRS021,5,1,85,true,2025-02-03
QZ015331,ENR005117,STU01465,CRS021,6,1,100,true,2025-01-23
QZ015332,ENR005117,STU01465,CRS021,7,1,98,true,2025-01-24
QZ015333,ENR005118,STU01465,CRS017,1,1,41,false,2023-12-22
QZ015334,ENR005118,STU01465,CRS017,1,2,34,false,2024-08-09
QZ015335,ENR005119,STU01465,CRS033,1,1,87,true,2023-12-16
QZ015336,ENR005119,STU01465,CRS033,2,1,40,false,2023-02-17
QZ015337,ENR005120,STU01467,CRS009,1,1,64,false,2022-11-14
QZ015338,ENR005121,STU01467,CRS022,1,1,81,true,2023-02-05
QZ015339,ENR005121,STU01467,CRS022,2,1,84,true,2023-06-28
QZ015340,ENR005122,STU01467,CRS040,1,1,81,true,2024-09-25
QZ015341,ENR005123,STU01467,CRS017,1,1,40,false,2024-08-31
QZ015342,ENR005123,STU01467,CRS017,2,1,51,false,2024-10-26
QZ015343,ENR005123,STU01467,CRS017,3,1,46,false,2024-10-28
QZ015344,ENR005123,STU01467,CRS017,4,1,57,false,2024-10-04
QZ015345,ENR005123,STU01467,CRS017,5,1,45,false,2024-10-05
QZ015346,ENR005124,STU01467,CRS027,1,1,92,true,2024-06-10
QZ015347,ENR005124,STU01467,CRS027,2,1,93,true,2024-05-19
QZ015348,ENR005125,STU01467,CRS028,1,1,76,true,2024-12-30
QZ015349,ENR005125,STU01467,CRS028,2,1,91,true,2024-12-30
QZ015350,ENR005125,STU01467,CRS028,3,1,73,true,2025-01-04
QZ015351,ENR005126,STU01467,CRS044,1,1,90,true,2023-01-27
QZ015352,ENR005126,STU01467,CRS044,2,1,83,true,2022-12-02
QZ015353,ENR005126,STU01467,CRS044,3,1,85,true,2022-12-18
QZ015354,ENR005126,STU01467,CRS044,4,1,97,true,2022-12-16
QZ015355,ENR005126,STU01467,CRS044,5,1,100,true,2023-01-29
QZ015356,ENR005126,STU01467,CRS044,6,1,89,true,2023-01-29
QZ015357,ENR005126,STU01467,CRS044,7,1,97,true,2023-03-21
QZ015358,ENR005127,STU01467,CRS029,1,1,59,false,2025-01-27
QZ015359,ENR005128,STU01467,CRS024,1,1,87,true,2024-12-09
QZ015360,ENR005128,STU01467,CRS024,2,1,61,false,2024-12-25
QZ015361,ENR005128,STU01467,CRS024,2,2,71,true,2024-12-03
QZ015362,ENR005128,STU01467,CRS024,3,1,83,true,2025-01-04
QZ015363,ENR005128,STU01467,CRS024,4,1,78,true,2024-12-01
QZ015364,ENR005128,STU01467,CRS024,5,1,56,false,2024-12-15
QZ015365,ENR005128,STU01467,CRS024,5,2,96,true,2024-12-19
QZ015366,ENR005128,STU01467,CRS024,6,1,76,true,2025-01-22
QZ015367,ENR005128,STU01467,CRS024,7,1,100,true,2024-12-13
QZ015368,ENR005129,STU01467,CRS015,1,1,55,false,2023-10-15
QZ015369,ENR005129,STU01467,CRS015,1,2,66,false,2023-10-08
QZ015370,ENR005130,STU01467,CRS020,1,1,81,true,2022-12-11
QZ015371,ENR005131,STU01468,CRS036,1,1,51,false,2023-11-09
QZ015372,ENR005133,STU01468,CRS047,1,1,55,false,2023-06-06
QZ015373,ENR005133,STU01468,CRS047,2,1,75,true,2023-07-05
QZ015374,ENR005133,STU01468,CRS047,3,1,85,true,2023-09-18
QZ015375,ENR005134,STU01469,CRS025,1,1,50,false,2025-01-19
QZ015376,ENR005135,STU01469,CRS012,1,1,45,false,2023-09-14
QZ015377,ENR005135,STU01469,CRS012,1,2,52,false,2023-10-24
QZ015378,ENR005136,STU01469,CRS005,1,1,73,true,2025-03-08
QZ015379,ENR005136,STU01469,CRS005,2,1,77,true,2025-03-07
QZ015380,ENR005136,STU01469,CRS005,3,1,99,true,2025-03-06
QZ015381,ENR005136,STU01469,CRS005,4,1,64,false,2025-03-08
QZ015382,ENR005136,STU01469,CRS005,4,2,47,false,2025-03-07
QZ015383,ENR005136,STU01469,CRS005,4,3,80,true,2025-03-05
QZ015384,ENR005136,STU01469,CRS005,5,1,74,true,2025-03-07
QZ015385,ENR005136,STU01469,CRS005,5,2,80,true,2025-03-05
QZ015386,ENR005136,STU01469,CRS005,6,1,89,true,2025-03-08
QZ015387,ENR005137,STU01469,CRS046,1,1,81,true,2024-06-03
QZ015388,ENR005139,STU01469,CRS011,1,1,68,false,2023-08-09
QZ015389,ENR005139,STU01469,CRS011,2,1,62,false,2023-11-29
QZ015390,ENR005141,STU01471,CRS020,1,1,50,false,2024-12-06
QZ015391,ENR005142,STU01471,CRS026,1,1,84,true,2025-01-09
QZ015392,ENR005142,STU01471,CRS026,2,1,88,true,2025-01-15
QZ015393,ENR005142,STU01471,CRS026,3,1,65,false,2025-01-10
QZ015394,ENR005142,STU01471,CRS026,3,2,81,true,2025-01-23
QZ015395,ENR005142,STU01471,CRS026,4,1,74,true,2025-01-07
QZ015396,ENR005143,STU01471,CRS009,1,1,61,false,2025-01-29
QZ015397,ENR005143,STU01471,CRS009,1,2,73,true,2025-03-13
QZ015398,ENR005143,STU01471,CRS009,1,3,89,true,2025-03-03
QZ015399,ENR005143,STU01471,CRS009,2,1,87,true,2025-01-22
QZ015400,ENR005143,STU01471,CRS009,3,1,74,true,2025-01-23
QZ015401,ENR005143,STU01471,CRS009,4,1,74,true,2025-02-15
QZ015402,ENR005145,STU01472,CRS009,1,1,93,true,2024-08-20
QZ015403,ENR005146,STU01472,CRS036,1,1,62,false,2023-10-29
QZ015404,ENR005146,STU01472,CRS036,2,1,91,true,2023-11-08
QZ015405,ENR005146,STU01472,CRS036,3,1,35,false,2023-12-21
QZ015406,ENR005146,STU01472,CRS036,4,1,52,false,2024-01-06
QZ015407,ENR005146,STU01472,CRS036,5,1,90,true,2023-12-27
QZ015408,ENR005146,STU01472,CRS036,6,1,46,false,2023-12-15
QZ015409,ENR005146,STU01472,CRS036,6,2,31,false,2024-01-16
QZ015410,ENR005148,STU01472,CRS004,1,1,84,true,2024-09-02
QZ015411,ENR005148,STU01472,CRS004,2,1,54,false,2024-10-07
QZ015412,ENR005148,STU01472,CRS004,3,1,67,false,2024-08-04
QZ015413,ENR005148,STU01472,CRS004,4,1,91,true,2024-08-11
QZ015414,ENR005149,STU01472,CRS041,1,1,94,true,2024-03-02
QZ015415,ENR005150,STU01472,CRS015,1,1,37,false,2023-07-17
QZ015416,ENR005151,STU01472,CRS014,1,1,51,false,2024-10-23
QZ015417,ENR005151,STU01472,CRS014,1,2,38,false,2024-11-16
QZ015418,ENR005151,STU01472,CRS014,2,1,50,false,2024-09-26
QZ015419,ENR005151,STU01472,CRS014,2,2,36,false,2024-05-12
QZ015420,ENR005152,STU01472,CRS042,1,1,99,true,2023-10-13
QZ015421,ENR005152,STU01472,CRS042,2,1,82,true,2024-03-17
QZ015422,ENR005152,STU01472,CRS042,3,1,82,true,2023-09-02
QZ015423,ENR005153,STU01472,CRS035,1,1,83,true,2025-02-11
QZ015424,ENR005153,STU01472,CRS035,2,1,70,true,2025-02-22
QZ015425,ENR005153,STU01472,CRS035,3,1,73,true,2025-02-01
QZ015426,ENR005153,STU01472,CRS035,3,2,56,false,2025-01-28
QZ015427,ENR005153,STU01472,CRS035,3,3,57,false,2025-02-13
QZ015428,ENR005153,STU01472,CRS035,4,1,52,false,2025-01-25
QZ015429,ENR005153,STU01472,CRS035,4,2,67,false,2025-01-28
QZ015430,ENR005153,STU01472,CRS035,4,3,85,true,2025-02-02
QZ015431,ENR005153,STU01472,CRS035,5,1,56,false,2025-02-08
QZ015432,ENR005154,STU01472,CRS003,1,1,49,false,2024-06-13
QZ015433,ENR005154,STU01472,CRS003,1,2,84,true,2024-04-26
QZ015434,ENR005154,STU01472,CRS003,2,1,74,true,2024-07-29
QZ015435,ENR005154,STU01472,CRS003,2,2,73,true,2024-11-08
QZ015436,ENR005154,STU01472,CRS003,3,1,84,true,2024-06-19
QZ015437,ENR005154,STU01472,CRS003,4,1,73,true,2024-10-14
QZ015438,ENR005154,STU01472,CRS003,5,1,70,true,2024-07-14
QZ015439,ENR005155,STU01473,CRS040,1,1,59,false,2024-12-25
QZ015440,ENR005156,STU01473,CRS014,1,1,40,false,2024-04-26
QZ015441,ENR005156,STU01473,CRS014,2,1,35,false,2024-07-29
QZ015442,ENR005158,STU01473,CRS007,1,1,55,false,2023-06-09
QZ015443,ENR005158,STU01473,CRS007,2,1,79,true,2023-09-29
QZ015444,ENR005159,STU01475,CRS041,1,1,45,false,2024-02-10
QZ015445,ENR005159,STU01475,CRS041,1,2,73,true,2024-05-02
QZ015446,ENR005160,STU01475,CRS010,1,1,49,false,2024-08-19
QZ015447,ENR005160,STU01475,CRS010,1,2,96,true,2024-11-25
QZ015448,ENR005160,STU01475,CRS010,2,1,87,true,2024-11-04
QZ015449,ENR005160,STU01475,CRS010,3,1,88,true,2024-10-16
QZ015450,ENR005161,STU01475,CRS031,1,1,32,false,2024-06-01
QZ015451,ENR005161,STU01475,CRS031,2,1,48,false,2024-10-14
QZ015452,ENR005161,STU01475,CRS031,3,1,54,false,2024-10-22
QZ015453,ENR005161,STU01475,CRS031,3,2,50,false,2024-03-14
QZ015454,ENR005161,STU01475,CRS031,4,1,37,false,2024-05-30
QZ015455,ENR005162,STU01475,CRS037,1,1,67,false,2024-12-24
QZ015456,ENR005162,STU01475,CRS037,1,2,77,true,2025-02-18
QZ015457,ENR005163,STU01476,CRS029,1,1,51,false,2024-06-07
QZ015458,ENR005164,STU01476,CRS027,1,1,30,false,2025-01-31
QZ015459,ENR005165,STU01476,CRS042,1,1,81,true,2024-11-10
QZ015460,ENR005165,STU01476,CRS042,2,1,32,false,2024-10-29
QZ015461,ENR005167,STU01476,CRS041,1,1,58,false,2025-02-19
QZ015462,ENR005169,STU01477,CRS007,1,1,85,true,2023-07-05
QZ015463,ENR005170,STU01477,CRS030,1,1,60,false,2025-03-02
QZ015464,ENR005171,STU01477,CRS036,1,1,74,true,2024-10-07
QZ015465,ENR005171,STU01477,CRS036,2,1,77,true,2024-06-08
QZ015466,ENR005171,STU01477,CRS036,3,1,77,true,2025-01-01
QZ015467,ENR005171,STU01477,CRS036,4,1,58,false,2024-04-21
QZ015468,ENR005171,STU01477,CRS036,4,2,85,true,2024-04-27
QZ015469,ENR005171,STU01477,CRS036,5,1,60,false,2024-09-24
QZ015470,ENR005171,STU01477,CRS036,5,2,74,true,2024-10-29
QZ015471,ENR005171,STU01477,CRS036,5,3,84,true,2024-07-10
QZ015472,ENR005171,STU01477,CRS036,6,1,59,false,2024-06-21
QZ015473,ENR005172,STU01477,CRS042,1,1,36,false,2023-04-17
QZ015474,ENR005173,STU01478,CRS004,1,1,77,true,2024-07-13
QZ015475,ENR005173,STU01478,CRS004,2,1,72,true,2024-07-18
QZ015476,ENR005173,STU01478,CRS004,3,1,88,true,2024-04-24
QZ015477,ENR005173,STU01478,CRS004,4,1,42,false,2024-06-05
QZ015478,ENR005173,STU01478,CRS004,4,2,75,true,2024-04-10
QZ015479,ENR005173,STU01478,CRS004,5,1,44,false,2024-07-31
QZ015480,ENR005173,STU01478,CRS004,5,2,86,true,2024-04-08
QZ015481,ENR005173,STU01478,CRS004,6,1,96,true,2024-06-28
QZ015482,ENR005174,STU01479,CRS020,1,1,61,false,2024-10-01
QZ015483,ENR005176,STU01482,CRS011,1,1,68,false,2024-11-05
QZ015484,ENR005176,STU01482,CRS011,2,1,64,false,2024-11-05
QZ015485,ENR005176,STU01482,CRS011,2,2,32,false,2024-08-30
QZ015486,ENR005177,STU01483,CRS041,1,1,52,false,2025-01-31
QZ015487,ENR005177,STU01483,CRS041,1,2,73,true,2024-12-17
QZ015488,ENR005177,STU01483,CRS041,1,3,87,true,2024-11-06
QZ015489,ENR005177,STU01483,CRS041,2,1,73,true,2025-03-12
QZ015490,ENR005177,STU01483,CRS041,2,2,96,true,2024-12-04
QZ015491,ENR005178,STU01483,CRS042,1,1,97,true,2025-01-05
QZ015492,ENR005178,STU01483,CRS042,2,1,45,false,2024-09-23
QZ015493,ENR005178,STU01483,CRS042,2,2,72,true,2025-01-07
QZ015494,ENR005178,STU01483,CRS042,3,1,99,true,2024-08-06
QZ015495,ENR005179,STU01483,CRS030,1,1,70,true,2024-08-18
QZ015496,ENR005179,STU01483,CRS030,2,1,81,true,2023-04-21
QZ015497,ENR005179,STU01483,CRS030,3,1,85,true,2024-02-27
QZ015498,ENR005179,STU01483,CRS030,4,1,96,true,2024-09-14
QZ015499,ENR005179,STU01483,CRS030,5,1,92,true,2024-07-24
QZ015500,ENR005179,STU01483,CRS030,6,1,80,true,2024-09-16
QZ015501,ENR005179,STU01483,CRS030,7,1,85,true,2023-11-23
QZ015502,ENR005181,STU01484,CRS037,1,1,58,false,2025-02-27
QZ015503,ENR005181,STU01484,CRS037,1,2,68,false,2025-02-23
QZ015504,ENR005181,STU01484,CRS037,1,3,92,true,2025-02-22
QZ015505,ENR005182,STU01484,CRS013,1,1,71,true,2024-10-21
QZ015506,ENR005182,STU01484,CRS013,2,1,95,true,2024-12-24
QZ015507,ENR005182,STU01484,CRS013,3,1,78,true,2024-09-13
QZ015508,ENR005182,STU01484,CRS013,4,1,75,true,2024-09-25
QZ015509,ENR005182,STU01484,CRS013,5,1,91,true,2024-10-24
QZ015510,ENR005183,STU01485,CRS018,1,1,41,false,2024-09-05
QZ015511,ENR005183,STU01485,CRS018,2,1,58,false,2024-03-11
QZ015512,ENR005183,STU01485,CRS018,3,1,61,false,2024-09-14
QZ015513,ENR005183,STU01485,CRS018,4,1,88,true,2024-07-04
QZ015514,ENR005183,STU01485,CRS018,5,1,45,false,2024-05-26
QZ015515,ENR005183,STU01485,CRS018,5,2,85,true,2024-06-25
QZ015516,ENR005184,STU01485,CRS036,1,1,43,false,2024-10-12
QZ015517,ENR005184,STU01485,CRS036,1,2,63,false,2024-06-20
QZ015518,ENR005184,STU01485,CRS036,1,3,41,false,2024-09-28
QZ015519,ENR005184,STU01485,CRS036,2,1,54,false,2024-08-16
QZ015520,ENR005185,STU01485,CRS029,1,1,70,true,2025-01-03
QZ015521,ENR005185,STU01485,CRS029,2,1,100,true,2025-01-08
QZ015522,ENR005187,STU01486,CRS021,1,1,71,true,2024-08-08
QZ015523,ENR005187,STU01486,CRS021,1,2,82,true,2024-08-26
QZ015524,ENR005187,STU01486,CRS021,2,1,51,false,2024-08-02
QZ015525,ENR005187,STU01486,CRS021,2,2,91,true,2024-09-10
QZ015526,ENR005187,STU01486,CRS021,3,1,87,true,2024-08-08
QZ015527,ENR005187,STU01486,CRS021,4,1,72,true,2024-09-12
QZ015528,ENR005187,STU01486,CRS021,4,2,80,true,2024-07-31
QZ015529,ENR005187,STU01486,CRS021,5,1,53,false,2024-09-12
QZ015530,ENR005187,STU01486,CRS021,5,2,75,true,2024-08-10
QZ015531,ENR005187,STU01486,CRS021,6,1,92,true,2024-08-04
QZ015532,ENR005187,STU01486,CRS021,7,1,53,false,2024-08-11
QZ015533,ENR005187,STU01486,CRS021,7,2,80,true,2024-08-24
QZ015534,ENR005188,STU01486,CRS009,1,1,70,true,2024-11-05
QZ015535,ENR005188,STU01486,CRS009,1,2,73,true,2024-09-19
